投诉编号,投诉品牌,投诉车系,投诉车型,投诉简述,投诉问题,问题类型,投诉日期
20240228101348485599,名爵,MG4 EV,2023款 415km 出海冠军版,经过较颠簸路段车身出现严重异响，振动声音明显，干扰驾驶,车身,共振,2024-02-28
20240228100953515653,奥迪,奥迪A3,2019款 Sportback 35 TFSI 时尚型 国V,左后门车顶上面漏水,车身,漏水,2024-02-28
20240228095697101485,比亚迪,秦PLUS,2023款 冠军版 DM-i 120KM领先型,短时间内大幅度降价，刚买一年降了两万块。我们这些消费者成了厂家价格战的受害者。,其他原因,厂家不召回,2024-02-28
20240228093349525254,大众,速腾,2012款 1.4TSI 自动豪华型,行使途中EPC和发动机故障灯突然亮起，后续发动机失去驱动力。自购车后，均4S店进行的全部保养.,电气设备,其他,2024-02-28
20240228092855995110,别克,微蓝6,2022款 互联畅享型 PLUS,2月28日前往诸城润泽别克售后店去检测车辆底盘异响，因没在诸城润泽店保养，被告知检测问题需要收取100元检测费。不认可收费，打400厂家客服后，又告知可以免费检测,服务收费,变相收费,2024-02-28
20240228092651485349,理想汽车,理想L7,2023款 Air,未接到理想电话，一直在踢皮球，不正面解决问题，坑消费者，新车明知有问题还卖,电气设备,车灯进水,2024-02-28
20240228092451495749,哈弗,哈弗H6,2019款 运动版 1.5T 自动两驱精英型 国VI,你们就接着忽悠吧,转向系,跑偏,2024-02-28
20240228092056545049,奔驰,奔驰A级(进口),2021款 A 200 时尚型,自我投诉至今未与我联系，第一修了几次还是漏油凭什么让我接受一个修不好的发动机，第二他们自己保证不了后期不再漏油，那让我凭什么让我接受维修。你们自己都无法让车主得到一个保证，难道修到车辆过保了再让我自费更换发动机吗。,发动机,漏机油,2024-02-28
20240228085552575398,小鹏汽车,小鹏P7,2023款 P7i 702 Max,首先购车不到2周，内置系统人工智能就不无法唤醒，到店维修给我重置了系统，说是这就是个大手机坏了很正常重启就行。购车不到一个月车辆雷达就出现问题，到店检查把新车拆了，结果是厂家质量问题。现在雷达已经完全无法使用，4s店给的方案是10000积分补偿，这个我不认可。我的诉求就是退车或者换车，并且需要厂家承担车辆上牌贴膜费用。,附加设备,其他,2024-02-28
20240228072298989899,宝马,宝马X3,2022款 改款 xDrive25i M运动套装,4S店不解决，不满意,制动系,其他,2024-02-28
20240227234898554910,本田,本田CR-V,2021款 240TURBO CVT两驱黑爵士版,本人2020年10月份购买的东风本田CRV2021款240TURBO CVT两驱黑爵士版，在2023年10月份左右发现全车四个轮毂大面积掉漆，于同年12月21到店正常保养时，告知4S店工作人员该情况，2024年1月15日4S店售后工作人员回复我，是属于非品质问题，告知我由腐蚀环境造成，我翻阅了三包凭证，腐蚀环境环境指化工厂、沿海地区，而本人工作居住均不在该类环境，4S店并没有一个很直观的依据，就单单告知我不是品质问题，而是所谓的腐蚀环境造成的，不予任何处理方案。,轮胎和车轮,轮毂腐蚀,2024-02-27
20240227233397101575,福特,全顺,2021款 2.0T柴油手动高级营运商旅型中轴中顶9座国VI,2022年7月12日15时55分左右，我本人驾驶豫A02LH0车辆发生单方面交通事故！事故发生后我本人报交警队和保险公司！车辆被拖到四川福顺汽车销售服务有限公司（福特汽车四s店）维修。 因疫情原因，维修完成后车辆于12月10日从成都托运到郑州，随后车辆经常出现故障，我本人发现四s店提供的维修清单和保险公司的理赔清单上有一些配件四s店没有更换，并且有扩损的情况，和四s店经理微信聊天确认并没有更换其中的一些配件！但是维修清单和保险公司理赔清单上都有这些配件！四s店经理承认车没修好就交给我本人，经和四川福顺汽车销售服务有限公司四s店多次沟通无效后，经第三方鉴定公司鉴定，按照四s店提供的维修清单和保险公司提供的维修清单，车辆维修到正常使用的金额还需13447元，列入维修清单未维修未更换的配件价格达到8000元左右，希望借贵平台可以让更多消费者能知道 四川福顺汽车销售服务有限公司的行为，避免再次受到伤害！也烦请给我本人指点一下我下一步该怎么办？谢谢！,车身,其他,2024-02-27
20240227224710048515,比亚迪,秦PLUS,2021款 DM-i 120KM 旗舰型,车辆雨刷和内部导航保养三次后都不能用了。包括大灯那个光距离，反应了几次也没得到解决。这是车身问题，现在最主要是是咱们企业不该大幅度降价可曾考虑过我们老车主追随咱们比亚迪的心情。还转介绍了那么多客户现在朋友面前也落埋怨，希望总部重视起来，推补差价,轮胎和车轮,胎压异常,2024-02-27
20240227224557565051,宝马,宝马X1,2022款 sDrive25Li 领先型,26000公里就提示后刹车片需要更换，诉求免费更换。,制动系,刹车片异常磨损,2024-02-27
20240227223510110150,日产,天籁,2022款 2.0L XL-Upr 优享版,厂家和经销商互相包庇，根本没有积极解决问题的态度，问题也根本没有解决。厂家电话来访后杳无音信，没有解决方案也没有后续！！无良商家,销售欺诈,出售库存车,2024-02-27
20240227223297100975,斯柯达,柯迪亚克,2020款 TSI330 5座两驱豪华优享版,4s店和斯柯达厂家对待消费者无视任何诉讼请求！不解决任何问题！发动机坏了也没有任何解决的方法就是拖延和无视，我的柯迪亚克开了两年行驶18000公里发动机坏了，4s店也承认是发动机质量问题！但他们不解决问题！我的诉讼请求是更换发动机总成,发动机,抖动,2024-02-27
20240227214198975110,吉利汽车,博越L,2023款 1.5TD DCT尊贵型,根据保养手册损耗件是限定3个月内/5000公里先到为准（在质量保证期内可以前往吉利授权的服务站进行免费的检测及检修），我刚刚找到了给吉利400电话电话录音 （11月20日），给咱们长潭微信号留言的记录为11月21日，因在质保范围内产生的问题并反馈问题，咱们长潭服务站介入后，第一次（对车子进行动平衡重做等问题，并将胎压下降至厂家要求范围内，试车过程中技术人员说胎压以及路面原因导致抖动依然存在） 第二次依然没有检测出车辆抖动是轮胎变形所至该问题在一次次前往服务中心后依然无法解决，直至第三次通过将原有的轮胎轮毂更换为试驾车轮毂轮胎方得出的结论，“4条轮胎都变形了”无奈质保期已过。 因此我的诉求是，要求服务站代为向厂家申报：以轮胎质量问题为由让厂家赔付4条新轮胎 为什么要求代为申请，因为服务站在前两次都未能解决问题，直至第三次车辆高速抖动为车辆轮胎变形所至 但是质保期已经过了，我认为服务站有义务以及责任代消费者向厂家发起申请；要求吉利赔付予我全新轮胎4条,人员技术,多次返修,2024-02-27
20240227213553549757,吉利汽车,博越L,2023款 1.5TD DCT尊贵型,销售车辆存在质量问题车辆铭牌为2023年6月，车主提车日期为2023年9月23日，在用车过程中发现，车速到达120/h时车身会振动车辆座椅会高频眼见摇摆并产生噪音，经广州吉利长谭4s店服务站检测，发现4条轮胎已形变但为见4S店提供任何解决方案，我的诉求，要求：江门市新会鑫源汽车贸易有限公司开平分公司代我申请让厂家索赔4条新轮胎,轮胎和车轮,其他,2024-02-27
20240227211150559857,比亚迪,秦PLUS,2023款 冠军版 DM-i 55KM超越型,这才短短一年时间降了2万不能接受。前段时间降了1万也就忍了。但是你不能降两万啊，两万不是钱呐。打工人的血汗钱也不是让你们这么造的呀。买车还不到一年呢就掉这么厉害。那这车四年以后是不是得免费送？,销售欺诈,变更价格,2024-02-27
20240227210149495657,现代,伊兰特,2023款 240TGDi DCT N Line LUX尊贵版,刚买一个月的新车，出现方向盘旁边有异响，多次给经销商联系，跑了4次经销商换了方向机，但未解决问题，后面多次反馈，一拖再拖到现在也没处理。,转向系,异响,2024-02-27
20240227205954101995,大众,朗逸,2023款 新锐 1.5L 手动新逸版,厂家并没有联系过，22号自称是4s店的客服打过电话，之后说会再回电话，一周过去了并没有消息，请问什么时候有结果？,服务态度,厂家不回复,2024-02-27
20240227203648555748,大众,朗逸,2022款 1.5L 自动舒适版,我是在2022年3月10号买的这个车。然后在昨天前天晚上无意间洗车时，发现这个大灯有裂纹，有好多处裂纹，于是我就在上汽大众APP上面预约了4S 店的维修报检，然后去4S店检验，4S店说还要经过上级领导的批准，然后就去给我报的上级领导了，报了以后他们给我回复了，直到今天给我回复，回复了一个外界因素造成，这个期间我并没有去撞击汽车，或者有外伤或者之类人为故障的，把它造成大灯有裂纹。然后现在车也是在质保期内。 我打过上汽客服APP，他们说只要是在三年或者10万公里之内，只要不是人为造成，是质量问题的话，都会进行一个嗯，维权保护，但是这个很明显，我去他鉴定的时候，他的师傅也已经看过了，没有外界因素，没有自然形成，那师傅说他经验不够还是什么，反正就是让我让上级领导批批准，然后三天之内给我回消息，现在三天时间到了，给我回复的就是四个字，外界因素，然后回复外界因素之后，他就不能再进行赔偿了，尽快给我换新的大灯，质量问题不处理真不要脸，尽快给我换灯,电气设备,其他,2024-02-27
20240227190098100491,比亚迪,秦PLUS,2023款 冠军版 DM-i 120KM领先型,降价就算了，满足市场刚需，你降价不给老车主升级还是23款那批，配置全有不给升级是什么意思，严重侵害消费者权益，用改车型号的手法逃脱消费者权益保护法,承诺不兑现,服务承诺不兑现,2024-02-27
20240227185355545410,别克,昂科威,2022款 昂科威S 552T 两驱豪华型,2023年11月18日，左边尾灯全部起雾，反馈给4s店后，4s电话联系我去检测，当时明确表示，即使起雾已经消失，还可以检测大灯气密性；2024年2月12日，右边尾灯也开始起雾，年后在工作日专门请假开车去4s店进行检测时，经销商声称无法检测，不予受理。言行不一致，无法让车主信服。后致电车主，告知尾灯起雾是正常情况。请问，未经过检测，如何确定尾灯内部是否进水？是否为正常现象？为何其他车辆尾灯均不起雾，就车主车辆起雾。4S店内的员工两次致电，言语均是不一样的表述，到底公信力何在？为何电话说可以检测，到店又无法检测，言语前后矛盾,车身,其他,2024-02-27
20240227183410054485,五菱汽车,五菱星光,2023款 150 进阶版,厂里服务人员态度恶劣，,服务态度,态度蛮横,2024-02-27
20240227181851544852,宝马,宝马3系,2021款 325Li M运动套装,,电气设备,中控黑屏,2024-02-27
20240227181355509849,DS,DS 7,2020款 35THP 帕西版,去年春节期间由于雨水天气发现2个尾灯有进水现象，反馈给厂家售后，4S要求我节后回来到店做检查维修，所以节后回深后第一时间预约到店做检查，给出的结论是2个尾灯进水。要求索赔，但是店里给予回复但不到索赔条件，厂家有有效应对方案增加垫片可以解决，所以给予增加垫片维修，维修完后试水确实没有再进水。直到今年春节洗车发现尾灯再次进水，但心过保修期所以立即反馈给店里，店里跟之前回复一样到时把车开回店里检查维修。我强烈要求索赔，这次回复的结果是只有右边尾灯符合索赔条件愿意给予申请索赔，左边不给予维修。我也没有办法只好认了，我一直催促什么时候能给我换新的尾灯，但是店里客服一直推辞说我法确认，目前已过了半个月有多了，还是无承诺时间，也无下文。所以心头堵得慌，万般无奈上班都上不好。所以请厂家给予消费者足够重视。据了解此属于DS7通病，不应当出现无配件情况，还望通过此投诉平台能给予维护消费者合法权益，万分感激，谢谢！,电气设备,车灯进水,2024-02-27
20240227181010298505,雪佛兰,科鲁兹,2013款 1.8L SE WTCC版 AT,四川省自贡市天娇上汽通用雪佛兰4S店目无法纪，弄虚作假，坑骗消费者，厂家软弱无能也奈何不了4S店，市场监管部门也奈何不了它们，本人将继续维权追诉，必要时候通过特别渠道向通用董事长陈虹发送邮件，最终诉诸媒体报端及人民法院。,发动机,其他,2024-02-27
20240227175449971025,宝马,宝马X1,2021款 改款 sDrive25Li 领先型,仅仅两万公里就出现了刹车片异常磨损需要更换，属于绝对性异常情况，更换刹车片还一共收取了1489.97的费用,制动系,刹车片异常磨损,2024-02-27
20240227174455515756,比亚迪,秦PLUS,2023款 冠军版 DM-i 120KM卓越型,车辆OTA升级后，发动机经常不受车主控制自启动。,发动机,其他,2024-02-27
20240227172854531015,别克,君威,2019款 20T 精英型 国VI,仪表盘亮发动机故障灯，电脑读码是燃油模块问题，该问题是别克君威通病，厂家已经召回，4s店以我车生产日期不在召回之列，需个人自费820元更换此零件。,电气设备,其他,2024-02-27
20240227171110199489,吉利银河,银河L7,2023款 1.5T 55km PRO,1、本人在提车前就看到网上发布银行L7有新款要发布（想拒绝提库存车），问了厂家和4S，他们反馈不知道信息（欺骗），4S店要求12月30日必须提车，否则违约。结果等到2024年1月2日，果然厂家发布新年配置，在原有车型上升级配置。个人认为厂家明知有新款车型要发布，而且车主愿意提新款，结果厂家拒绝该问题回答，严重欺骗消费者（为清库存车） 2、低速行驶发动机介入噪音非常大 3、在使用过程中出现车机屏幕卡死情况 4、买车时，4S店承诺扫码，厂家可以送6000积分，但现在都没到账户上，严重失信,电气设备,中控卡顿,2024-02-27
20240227170898101101,理想汽车,理想L8,2023款 Pro,没有人联系相关问题反馈,电气设备,车载互联故障,2024-02-27
20240227170610057101,启辰,启辰大V,2022款 260T 定制版·爱豆,顶棚天幕玻璃大面积破裂开裂，4S店和厂家推脱责任，说不是质量问题，说是有白化受力点。,车身,部件开裂,2024-02-27
20240227165955100985,日产,奇骏,2022款 VC-Turbo 300 CVT 2WD星月限定版,未提出任何处理方案。也没主动联系，厂家和4s店一直拖延，对有关问题避而不谈，态度敷衍。,服务态度,不予索赔,2024-02-27
20240227165549509810,比亚迪,汉,2023款 DM-i 冠军版 121KM 尊荣型,,销售欺诈,变更价格,2024-02-27
20240227161752100555,捷途,捷途X70,2020款 1.5T DCT悦行版 7座,买的新车，贷款还没还完，车身已经有两处已经生锈，第一处发现的时候是去年22年发现的，在油箱加油口上方，第二处是最近发现的，在车的尾门侧方，不敢想象才两三年的新车这么快就生锈了,车身,锈蚀,2024-02-27
20240227160397529897,大众,途昂,2017款 380TSI 四驱舒适版,我的地区属于安徽省阜阳市太和县，接到4S店是六安市打过来的。距离我这里远了，车辆一直都是在阜阳嘉华大众店保养的。请让阜阳嘉华大众店和我联系。我不想车带着安全隐患行驶，请速解决。,传动系,异响,2024-02-27
20240227155951561005,丰田,亚洲龙,2022款 2.0L 进取版,我于2023年3月17日购买一汽丰田2022款亚洲龙2.0L进取版乘用车（车辆出厂未配置倒车雷达）。车辆着车，将档位挂入R档后，倒车蜂鸣器持续鸣音，对驾驶员心理及生理造成影响，有碍驾驶员安全驾驶。经咨询汽车经销商，表示厂家目前故障解决方案中无相关措施法改变现状。本人认为此为产品质量缺陷，有车辆行使安全隐患。希望厂家召回维修。,电气设备,其他,2024-02-27
20240227155456575557,比亚迪,秦PLUS,2023款 冠军版 DM-i 55KM超越型,实际油耗与表显严重不符，综合油耗显示5L/百公里，加满一箱油表显剩余里程1100多公里，实际最多就能跑700公里，根本是欺骗消费者。车价大跳水，坑骗血汗钱。,动力电池及电源管理系统,续航里程不准,2024-02-27
20240227155351101569,雪佛兰,迈锐宝XL,2022款 535T 自动锐联版,2024年2月22号，下午回家打着车，显示发动机动力下降，发动机故障码点亮，防侧滑故障灯点亮，同时自动启停无法关闭，一路20公里回到家，路上还有雪，太危险了，到网上一查原来是高压燃油泵通病，但4s店只给刷了个程序，暂时屏蔽了故障，先要求厂家给跟换高压燃油泵总成。,发动机,加速无力,2024-02-27
20240227155253569949,吉利汽车,缤越,2023款 缤越COOL 1.5TD DCT冠军版,我的吉利汽车缤越cool购买三四个月（车辆是从工厂购买），车机两次死机黑屏（均在驾驶途中，其中一次差点被撞），从2023年底就拨打客服电话，也到4S店去检查，都没有给出明确解决方案，2024年后，多次打电话，吉利厂家没有任何人主动答复，永远让我耐心等待，截止到这条消息发出时候，没有吉利公司人主动沟通解决。 车机死机卡顿，这个跟4S店关系不大，主要是吉利厂家没有给出解决方案。 要求：1给出明确有效的解决方案，怎么保证车机不再死机或者是黑屏，因为驾驶途中死机非常危险； 2赔偿损失（包含车辆替代交通费、精神慰问金、车辆贬值损失）,电气设备,中控黑屏,2024-02-27
20240227153948574849,雪佛兰,创酷,2019款 325T 自动劲版 国VI,车公里数非常少的，全程4s店维修保养！上月出现发动机故障灯亮，故障代码说明是发动机通信故障，先后去4次4s都未能发现故障原因解决故障！最后一次居然要拆前杠排查！另收取拆卸费！都说雪佛兰小毛病多，质量差！看来是真的！,发动机,故障灯亮,2024-02-27
20240227152710255995,比亚迪,秦PLUS,2023款 冠军版 DM-i 55KM超越型,2023年3月买的比亚迪秦plus2023冠军版超越型纯电动轿车，最近比亚迪秦plus2024荣耀版新车发布，配置与2023冠军版基本一致，不到12个月新车售价却径直降价了2万，妥妥地割老车主韭菜，厂商为了提高销量。恶意降价、恶性竞争。实让2023款瞬间贬值，直接侵犯了老车主的利益，维权中…,销售欺诈,变更价格,2024-02-27
20240227152352971009,长安欧尚,长安欧尚X7 PLUS,2023款 畅享版 1.5T自动智享型,因变速箱异响顿挫，已经更换一台车，更换过的车辆问题依旧存在。告知我正常现象，多次投诉没人管。,传动系,顿挫,2024-02-27
20240227151952499754,理想汽车,理想L8,2023款 Pro,座椅出现明显鼓包，座椅侧裙有塌陷、褶皱，与理想汽车官进行沟通后，官方拒绝承认问题并质保。诉求进行质保，对受损件进行更换。,车身,其他,2024-02-27
20240227145897539749,哈弗,哈弗H2,2017款 蓝标 1.5T 手动两驱豪华型,未解决,车身,其他,2024-02-27
20240227145497495252,五菱汽车,五菱星光,2023款 150 进阶版,全新上市两个月的车，车主提车一个月，大幅降价6000元，询问销售员，直接就是不给我回复，一句话都没有。严重损害了老车主对五菱的信任，现在我要求退换6000元差价补偿。,附加设备,其他,2024-02-27
20240227144610254989,宝马,宝马X1,2022款 sDrive20Li 时尚型,我在抖音、懂车帝、宝马官方app等各大平台看到这批车子全部都是2万公里左右刹车片就磨没了。宝马官方的保养手册有明确记载【前后刹车片6-10万公里时检查并试磨损情况更】，由此可鉴，宝马在测试的刹车片极端使用期限最短为6年，最长十年。宝马官方app 也写的5年或者3到5万公里。可以确定是普遍现象不是个人驾驶习惯导致的。,制动系,刹车片异常磨损,2024-02-27
20240227143897525351,广汽传祺,影豹,2021款 270T DCT J15版,事情已经过去那么多天了，4s店不回复，厂家踢皮球。,发动机,怠速不稳,2024-02-27
20240227143650995010,别克,威朗,2023款 Pro 乐享版,换了密封垫变速箱还是漏油，今天去了4s店说索赔员不在，让我明天再去，时间浪费了不说，而且还没修好，上次的维修人员技术太差,传动系,漏油,2024-02-27
20240227142549101494,零跑汽车,零跑C01,2023款 增程 316 智享版,1、购买车辆情况：于2023年12月05日支付定金5000元，在2023年12月16日支付首付并办理金融贷款购买了一辆汽车：零跑FZ7150SHEVC01L，于2023年12月23日完成车辆的交付：车架号为：LFZ53FL8XPD030845。 2、车辆质量问题：在2024年2月3日使用该车辆行驶里程269公里不到50天时，在深圳市光明区望胜路上时车辆在行驶途中刹车失灵。 3、协商退车无法达成一致意见：车辆在进行道路救援后前往深圳市光明区零跑光明车城服务中心进行故障检测，检测结果为电子刹车总泵故障失效，因该严重质量问题根据三包政策达成退车，但售后的退车协议中出现很多排除或者限制消费者权利、减轻或者免除经营者责任、加重消费者责任等对消费者不公平、不合理的规定。 4、投诉请求：删除者限制消费者权利、减轻或者免除经营者责任、加重消费者责任等对消费者不公平、不合理的规定，并及时完成退车退款。,制动系,刹车失灵,2024-02-27
20240227142597545248,丰田,汉兰达,2023款 2.5L智能电混双擎四驱尊贵版 7座,2023.9.14号提车至2024.2.5号 不到五个月行驶6858公里，其中还5000来公里为高速，仪表盘就出现提示排气过滤器堵塞,发动机,故障灯亮,2024-02-27
20240227141910155985,现代,库斯途,2021款 270TGDi 尊贵版 LUX,多次维修未处理，后备箱拉杆松动异响，,车身,异响,2024-02-27
20240227140697995557,雪铁龙,雪铁龙C4L,2014款 1.6THP 车载互联版 自动劲智型,2003年5月29号油泵故障，在深圳中昌泰进行维修和油泵系统总成更换。 2024年2月24号在高速市区动力，油泵故障。 故障后打交警电话进行拖车下高速和修车，拖车费RMB450，修车费用RMB1200 替换的故障油泵已返回深圳中昌泰，对车主的人身安全造成的风险，以及高速拖车和修车的损失，请雪铁龙和深圳中昌泰进行赔偿,电气设备,其他,2024-02-27
20240227135610099981,江铃集团新能源,江铃E200L,2016款 E200 舒适型,该纯电动车动力电池自2022年10月首次告警压差过大，至今已维修6次，维修时间分别为每次维修后正常使用时间不足3个月，又告警压差过大，无法正常用车。 根据市场监管总局公布的《家用汽车产品修理更换退货责任规定》，已达到换车标准。 我于2023年11月投诉生产厂家江铃新能源集团，要求更换电池包未获得支持，仅安排了再次维修。 2024年2月再次告警压差过大，无法正常用车。 请中国汽车质量网帮忙推动厂家处理，更换电池包或者整车，谢谢！ 如果厂家继续不支持消费者正常权益需求，我这边会通过法律诉讼处理。,动力电池及电源管理系统,动力电池组故障,2024-02-27
20240227135151101101,五菱汽车,五菱星光,2023款 150 进阶版,中控及车门均存在异响，续航能力不行，新车充电很慢。恶意降价，买车时额外收取挂牌费用及金融服务费,销售欺诈,变更价格,2024-02-27
20240227123710056489,北汽新能源,北汽新能源EV,2016款 EV160 轻快版,已经到店检测电池压差0.027达不到厂家，电池也是正常的，达不到厂家维修标准。出厂续航160公里，电池包25.6度电。目电池充电度数在不到10度电，续航50多公里。在质保期内，就成这样子，北汽新能源能给解释一下不,动力电池及电源管理系统,行驶中动力消失,2024-02-27
20240227120854995355,别克,君威,2019款 20T 精英型 国VI,本人别克君威购买于2019年8月份，截止到目前总行驶30000公里左右，从2023年12月左右汽车忽然启动不了以为是电瓶问题，更换了新电瓶后第二天又启动不了，随后去4s店保养检查问题，经过初步检测存在车辆漏电情况，然后检测漏电部位发现是燃油模块导致发动机故障启动不了，在网上一查发现这个问题属于厂家设计缺陷召回了很多车辆，咨询4s店工作人员说我过了质保期需要自费维修，无奈花了接近700更换了燃油模块，更换后后期还有没问题4s店工作人员也不敢保证，就这个燃油模块设计缺陷本来就是厂家的问题，又不是人为损坏，为啥要消费者承担？不管是否过保，希望厂家就这个问题给予大家满意的答复，期间也在车质网投诉过，自称4s店的工作者说先撤诉再争取处理答复，这不是开玩笑吗？,电气设备,电池亏电,2024-02-27
20240227115455504951,奇瑞新能源,瑞虎e,2019款 驭享版,车是20年6月份在天津购买，24年1月份转入山东济宁我名下，全程4s店保养，23年7月份保养后，进行电池管理系统升级，续航大打折扣，室外温度8度左右，不开空调只能跑200，续航打五折，根本不敢开空调，跑一公里消耗两公里的电量，充满电显示419，重新启动车辆就会掉约七八公里电量，而且前面的电量非常虚，跑一公里得消耗4公里，重新启动车辆又会掉电，53度的电池只能冲进去40度电，原本电压409-419，现在满电电压398，怀疑锁电，要求4s电恢复老版本的电池管理系统，锁电理解，保护电池，但是你别锁我这么多电，春秋天正常温度不开空调不要求跑400公里，怎么也得跑个300多点儿吧，不然咋开啊，两三天就得充一次电，高速根本不敢上，24年2月份去我当地4s店保养，咨询了奇瑞新能源售后人员，他们都说没问题，说天气冷续航打折正常，我说我不开空调只能跑200公里，让我天气暖和了再试一试，这室外温度8度左右，也是这个续航，然后我问53度电池怎么只能冲进去40度电，售后的回答是交流电和直流电不能相通换算，不是一度直流电就等于一度交流电吗？拨打奇瑞新能源厂家负责电话，从头到尾只有一句话，让我去当地售后检测查看，,动力电池及电源管理系统,续航里程不准,2024-02-27
20240227113399525351,日产,奇骏,2020款 2.0L XL ITS CVT 2WD智联舒适版,车辆在质保期内，发动机异响，4S店售后通过同款同年代车对比，发现此车存在异响，做换新申请，多次走流程，厂家以各种理由拒绝换新，3-4个月的过程中，我们2-3次将车留在4S店内等侯结果，给我们生活造成不便，而且目前此车存在巨大行车安全隐患。请厂家速更换新的发动机。,发动机,异响,2024-02-27
20240227112398521025,宝马,宝马X1,2022款 sDrive25Li 领先型,除了010开头的电话给我打电话了解情况，并称会记录反馈，从投诉一直至今已经将近两周时间无任何人联系我，更不要说处理了，宝马厂家明目张胆的撒谎，根本都没人联系我，何来处理？,制动系,刹车片异常磨损,2024-02-27
20240227112254519710,宝马,宝马X1,2022款 sDrive25Li 领先型,除了010开头的电话给我打电话了解情况，并称会记录反馈，从投诉一直至今已经将近两周时间无任何人联系我，更不要说处理了，宝马厂家明目张胆的撒谎，根本都没人联系我，何来处理？,制动系,刹车片异常磨损,2024-02-27
20240227111051554954,比亚迪,驱逐舰05,2023款 冠军版 DM-i 55KM 豪华型,1月份刚买的车，总共花了9万6千，裸车价是91800，现在裸车价79800，不到一个月直接降了1万多，这样对待我们车主了吗，不到一个月降1万多，一点补偿都没有，我还有发票有清单加保险实际付款96000，举报4s店，举报厂商，还我们车主利益，不到一个月降价1万多,其他原因,召回方案不合理,2024-02-27
20240227105352549753,本田,本田CR-V,2023款 240TURBO 两驱锋尚版 7座,消费者因需维修来回去4s店20次余次，耽误不少时间和浪费不少油费，还是有安全隐患，还需去更换方向机和燃油泵，要求4s店向厂家要求厂家对本车延保2年，4s店说15天内回复，现有10天还未回复。厂家回复时也是没有正面结果，煤体也在等回复播放。希望厂家可以重视消费者的权利,制动系,其他,2024-02-27
20240227103810153564,长城,炮,2023款 2.0T商用版自动柴油四驱精英型长箱GW4D20M,你们不要踢皮球一样不解决问题，我在平台投诉就是要个解决问题的答案，你们直接推给厂家和我直接找厂家有啥区别，在平台回答一下我问的问题可以吗,发动机,动力消失,2024-02-27
20240227101799484997,大众,迈腾,2023款 200万辆纪念版 380TSI DSG旗舰型,底盘异响，单趟往返260公里，到4s店两次检查未能解决。4s店也没开具维修保养单。多次拨打一汽大众400客服电话没回信。,悬架系,异响,2024-02-27
20240227101248561019,蔚来,蔚来ES8,2022款 100kWh 六座版,2024年02月06日，发现充电充不进去电，2024年02月23日，去蔚来上海服务站维修，被告知蔚来后台把电池锁住了，不给充电。据听说这批次蔚来锁了600多台车电池。车辆及电池为个人私有财产，蔚来无权后台违规操作，锁电。请平台协助维权，感谢！,动力电池及电源管理系统,充电故障,2024-02-27
20240227100399981025,大众,途观L,2017款 330TSI 自动两驱旗舰版,2017年12月购买的途观L330旗舰版，2018年上户，目前行驶里程刚过50000公里，全程4s店保养。2024年春节期间在正常行驶中突然显示变速箱处于紧急运行模式，当时车辆瞬间降速停顿，变速箱异响，不敢开停到路边，重新启动后缓慢行驶，不敢高速行驶怕出现危险。车辆出现抖动、顿挫，跳档严重，油耗飙升，同时，挡位只有2、4、6和倒挡，跳档严重，突然降速，极容易发生追尾等事故，联系4S店后告知:变速箱机电单元出现问题，需要更换TCU，但现在4S店以超过5年为由拒绝承担修理费用，经查询，此问题是途观L的通病，是质量问题，望厂家及时解决，等出现了事故就迟了，本车全程4s店保养，行驶里程刚过50000公里。这还是大众品质吗，刚过保就坏，还是重要部件，其他问题都不想说了，这是关乎生命的事。现在想想原来当年这款车刚买完就突然停售，也不给说法，原因就在这。出现问题4s店都不用到店检测车辆直接判定故障问题给出维修价格，还说不是通病，自己打自己脸。大众网站投诉十来天说联系我，一直也未联系。踢皮球呢。,传动系,动力中断,2024-02-27
20240227100151545451,奇瑞,瑞虎8 PLUS,2024款 冠军版 290TGDI DCT豪享版 7座,本人在2月6日从广西回四川的路上，右前方雾灯处的塑料件脱落。,车身,部件开裂,2024-02-27
20240227095051579710,雪佛兰,科鲁泽,2019款 RS 330T 自动痛快版 国VI,经销商给的信息是整车质保一年，但中控显示屏在刚过一年质保不到10天时间开始出现接触不良、黑屏问题，第一次去4s店反馈维修，工作人员给的结果是无法修复，只能更换新的中控屏，当时我们和接待人员沟通时提到刚过整车质保不到10天时间，看能不能和厂家沟通协商一下给换个新的中控屏，接待人员给的结果是超一天也不行，因为系统通不过，只能自费更换，费用大概4000左右。第一次协商无果，只能凑合着使用，因为是断断续续的接触不良，并非全时不能使用。时隔两个月左右我们再次去经销商处反馈此问题，工作人员和维修工检查后给的结果依然是无法修复，只能更换新中控屏，并且费用自负。从出现问题至今已4年过去，这4年时间中控屏一直都是断断续续接触不良和黑屏，一直被此问题困扰。今天特发此反馈内容，希望能得到相关部门的调解和处理。,附加设备,其他,2024-02-27
20240227092599549756,领克,领克09新能源,2023款 2.0TD EM-P 远航版PM 七座,厂家未兑现任何承诺，未解决投诉中提到的任何问题，未与车主取得任何联系！,承诺不兑现,服务承诺不兑现,2024-02-27
20240227091910151999,奥迪,奥迪Q5L,2018款 40 TFSI 荣享时尚型 国V,车辆未脱保车辆差速器 发生故障，经查询此类故障曾发生很多投诉为部件缺陷，并有过多次召回但我没未接到通知，要求进行免费更换,传动系,故障灯亮,2024-02-27
